frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1099,951,"(2329.8144134393806, 1271.3507577860933, 2891.0310548268026, 1759.0127245570702)","(2505.1728515625, 1564.0250244140625, 2698.1484375, 1677.4178466796875)",0.3193725645542145,EF10DZT,0.5471965828526383
1100,951,"(2329.968231156889, 1273.3557436521646, 2892.077922998034, 1761.5223132935644)","(2518.8798828125, 1571.203125, 2702.643310546875, 1676.873291015625)",0.29772940278053284,EF10OZT,0.27350589454588176
1101,951,"(2329.534180041326, 1273.6922082080353, 2892.797978142098, 1763.7281883233857)","(2518.8680826822915, 1573.0097045898438, 2704.6365966796875, 1678.7080688476562)",0,0,0
1102,951,"(2329.1001289257633, 1274.028672763906, 2893.518033286163, 1765.9340633532072)","(2518.8562825520835, 1574.8162841796875, 2706.6298828125, 1680.5428466796875)",0,0,0
1103,951,"(2328.6660778102005, 1274.3651373197765, 2894.2380884302274, 1768.1399383830285)","(2518.844482421875, 1576.6228637695312, 2708.6231689453125, 1682.3776245117188)",0,0,0
1104,951,"(2328.232026694637, 1274.7016018756472, 2894.9581435742916, 1770.3458134128498)","(2518.8326822916665, 1578.429443359375, 2710.616455078125, 1684.21240234375)",0,0,0
1105,951,"(2327.7979755790743, 1275.0380664315178, 2895.678198718356, 1772.5516884426713)","(2518.8208821614585, 1580.2360229492188, 2712.6097412109375, 1686.0471801757812)",0,0,0
1106,951,"(2327.3639244635115, 1275.3745309873884, 2896.3982538624205, 1774.7575634724926)","(2518.80908203125, 1582.0426025390625, 2714.60302734375, 1687.8819580078125)",0.2807365953922272,EF10DZT,0.38319374185647415
1107,951,"(2327.212672814847, 1277.9746603199249, 2895.4608865922205, 1779.7727447315865)","(2517.8125, 1585.5617065429688, 2709.80908203125, 1690.1500854492188)",0,0,0
1108,951,"(2327.0614211661823, 1280.5747896524613, 2894.5235193220205, 1784.7879259906804)","(2516.81591796875, 1589.080810546875, 2705.01513671875, 1692.418212890625)",0.3635900616645813,EF10DZT,0.7739726503002834
1109,951,"(2327.75094972902, 1282.1422505454623, 2894.341625666553, 1786.9486599479937)","(2517.98955078125, 1593.23642578125, 2706.02763671875, 1696.25537109375)",0,0,0
1110,951,"(2328.4404782918573, 1283.7097114384633, 2894.1597320110855, 1789.1093939053071)","(2519.16318359375, 1597.392041015625, 2707.04013671875, 1700.092529296875)",0,0,0
1111,951,"(2329.1300068546952, 1285.2771723314645, 2893.977838355618, 1791.2701278626205)","(2520.33681640625, 1601.54765625, 2708.05263671875, 1703.9296875)",0,0,0
1112,951,"(2329.8195354175327, 1286.8446332244655, 2893.7959447001504, 1793.4308618199339)","(2521.51044921875, 1605.703271484375, 2709.06513671875, 1707.766845703125)",0,0,0
1113,951,"(2330.5090639803702, 1288.4120941174665, 2893.614051044683, 1795.5915957772472)","(2522.68408203125, 1609.85888671875, 2710.07763671875, 1711.60400390625)",0.31863462924957275,EF10DZT,0.4751981532254733
1114,951,"(2330.734916832933, 1290.3390336324546, 2896.092446641602, 1797.6696274941896)","(2523.32353515625, 1610.7598388671875, 2707.95048828125, 1712.8392333984375)",0,0,0
1115,951,"(2330.960769685495, 1292.265973147443, 2898.57084223852, 1799.7476592111323)","(2523.96298828125, 1611.660791015625, 2705.82333984375, 1714.074462890625)",0,0,0
1116,951,"(2331.1866225380577, 1294.1929126624311, 2901.049237835439, 1801.8256909280747)","(2524.60244140625, 1612.5617431640626, 2703.69619140625, 1715.3096923828125)",0,0,0
1117,951,"(2331.41247539062, 1296.1198521774195, 2903.527633432357, 1803.9037226450173)","(2525.24189453125, 1613.4626953125, 2701.56904296875, 1716.544921875)",0,0,0
1118,951,"(2331.6383282431825, 1298.0467916924076, 2906.006029029276, 1805.9817543619597)","(2525.88134765625, 1614.3636474609375, 2699.44189453125, 1717.7801513671875)",0.36863452196121216,EF10DZT,0.5350406774938559
1119,951,"(2331.427200028106, 1300.8275570052804, 2906.070110603265, 1807.346800828206)","(2523.220458984375, 1615.8211059570312, 2701.0750732421875, 1719.7180786132812)",0,0,0
1120,951,"(2331.21607181303, 1303.6083223181531, 2906.1341921772546, 1808.7118472944521)","(2520.5595703125, 1617.278564453125, 2702.708251953125, 1721.656005859375)",0,0,0
1121,951,"(2331.0049435979536, 1306.3890876310259, 2906.198273751244, 1810.0768937606983)","(2517.898681640625, 1618.7360229492188, 2704.3414306640625, 1723.5939331054688)",0,0,0
1122,951,"(2330.7938153828773, 1309.1698529438986, 2906.2623553252333, 1811.4419402269446)","(2515.23779296875, 1620.1934814453125, 2705.974609375, 1725.5318603515625)",0,0,0
1123,951,"(2330.582687167801, 1311.9506182567713, 2906.3264368992227, 1812.8069866931908)","(2512.576904296875, 1621.6509399414062, 2707.6077880859375, 1727.4697875976562)",0,0,0
1124,951,"(2330.3715589527246, 1314.731383569644, 2906.390518473212, 1814.172033159437)","(2509.916015625, 1623.1083984375, 2709.240966796875, 1729.40771484375)",0.4440649151802063,EF10DZT,0.48266560391749275
1125,951,"(2330.455836365173, 1315.9844178630324, 2908.2760862721784, 1817.5896572876056)","(2508.6883138020835, 1625.4740600585938, 2710.634480794271, 1732.540771484375)",0,0,0
1126,951,"(2330.540113777621, 1317.2374521564209, 2910.1616540711448, 1821.0072814157745)","(2507.4606119791665, 1627.8397216796875, 2712.0279947916665, 1735.673828125)",0,0,0
1127,951,"(2330.6243911900697, 1318.4904864498092, 2912.047221870111, 1824.4249055439432)","(2506.23291015625, 1630.2053833007812, 2713.4215087890625, 1738.806884765625)",0,0,0
1128,951,"(2330.708668602518, 1319.7435207431975, 2913.9327896690775, 1827.8425296721118)","(2505.0052083333335, 1632.571044921875, 2714.8150227864585, 1741.93994140625)",0,0,0
1129,951,"(2330.792946014966, 1320.996555036586, 2915.818357468044, 1831.2601538002807)","(2503.7775065104165, 1634.9367065429688, 2716.208536783854, 1745.072998046875)",0,0,0
1130,951,"(2330.8772234274147, 1322.2495893299742, 2917.70392526701, 1834.6777779284494)","(2502.5498046875, 1637.3023681640625, 2717.60205078125, 1748.2060546875)",0.30186423659324646,EF10DZT,0.30311699146408666
1131,951,"(2331.390505803533, 1321.8337813062592, 2918.1561353847733, 1837.4686451820196)","(2505.3968098958335, 1638.989501953125, 2717.513427734375, 1749.3983764648438)",0,0,0
1132,951,"(2331.903788179651, 1321.4179732825442, 2918.6083455025364, 1840.2595124355898)","(2508.2438151041665, 1640.6766357421875, 2717.4248046875, 1750.5906982421875)",0,0,0
1133,951,"(2332.417070555769, 1321.0021652588293, 2919.0605556203, 1843.0503796891603)","(2511.0908203125, 1642.36376953125, 2717.336181640625, 1751.7830200195312)",0,0,0
1134,951,"(2332.9303529318872, 1320.5863572351143, 2919.512765738063, 1845.8412469427305)","(2513.9378255208335, 1644.0509033203125, 2717.24755859375, 1752.975341796875)",0,0,0
1135,951,"(2333.4436353080055, 1320.1705492113992, 2919.964975855826, 1848.6321141963008)","(2516.7848307291665, 1645.738037109375, 2717.158935546875, 1754.1676635742188)",0,0,0
1136,951,"(2333.9569176841237, 1319.7547411876842, 2920.4171859735893, 1851.422981449871)","(2519.6318359375, 1647.4251708984375, 2717.0703125, 1755.3599853515625)",0.2686101198196411,EF10DZT,0.093754479850689
1137,951,"(2334.897001477208, 1320.9911421837123, 2922.755797549413, 1854.6742161116379)","(2518.3224283854165, 1649.6561686197917, 2720.2356770833335, 1760.9756673177083)",0,0,0
1138,951,"(2335.837085270292, 1322.2275431797405, 2925.0944091252363, 1857.925450773405)","(2517.0130208333335, 1651.8871663411458, 2723.4010416666665, 1766.5913492838542)",0,0,0
1139,951,"(2336.7771690633763, 1323.4639441757686, 2927.43302070106, 1861.1766854351717)","(2515.70361328125, 1654.1181640625, 2726.56640625, 1772.20703125)",0.33669912815093994,EF10OZT,0.15516732825407326
1140,951,"(2336.3081918223343, 1328.6733195945878, 2927.021771645661, 1864.1186653242057)","(2516.8094308035716, 1657.0599539620537, 2729.255301339286, 1774.899204799107)",0,0,0
1141,951,"(2335.839214581292, 1333.882695013407, 2926.610522590262, 1867.06064521324)","(2517.9152483258927, 1660.001743861607, 2731.9441964285716, 1777.5913783482142)",0,0,0
1142,951,"(2335.37023734025, 1339.0920704322264, 2926.199273534863, 1870.002625102274)","(2519.021065848214, 1662.9435337611608, 2734.6330915178573, 1780.2835518973213)",0,0,0
1143,951,"(2334.901260099208, 1344.3014458510459, 2925.788024479464, 1872.9446049913079)","(2520.126883370536, 1665.8853236607142, 2737.3219866071427, 1782.9757254464287)",0,0,0
1144,951,"(2334.4322828581658, 1349.5108212698651, 2925.3767754240653, 1875.8865848803418)","(2521.2327008928573, 1668.827113560268, 2740.0108816964284, 1785.6678989955358)",0,0,0
1145,951,"(2333.9633056171233, 1354.7201966886844, 2924.9655263686664, 1878.828564769376)","(2522.3385184151784, 1671.7689034598213, 2742.699776785714, 1788.360072544643)",0,0,0
1146,951,"(2333.4943283760813, 1359.9295721075036, 2924.5542773132674, 1881.77054465841)","(2523.4443359375, 1674.710693359375, 2745.388671875, 1791.05224609375)",0.42341333627700806,EF10DZT,0.20589252527389088
1147,951,"(2333.690605600686, 1362.0518998724006, 2923.8774588891106, 1882.5710384516765)","(2523.443359375, 1674.662841796875, 2745.48828125, 1791.117919921875)",0.4264468550682068,EF10DZT,0.20589252527389088
1148,951,"(2335.622483742308, 1361.5001320885144, 2926.6342701160274, 1882.672590807926)","(2522.51513671875, 1679.996826171875, 2732.646240234375, 1791.19384765625)",0.35833531618118286,EF10DZT,0.22662049690764288
1149,951,"(2336.1233315572413, 1363.0626347176697, 2929.2070979036644, 1885.3321281462145)","(2522.8216145833335, 1682.331278483073, 2731.038818359375, 1794.601542154948)",0,0,0
1150,951,"(2336.6241793721742, 1364.625137346825, 2931.7799256913013, 1887.9916654845026)","(2523.1280924479165, 1684.6657307942708, 2729.431396484375, 1798.0092366536458)",0,0,0
1151,951,"(2337.1250271871077, 1366.1876399759803, 2934.352753478938, 1890.651202822791)","(2523.4345703125, 1687.0001831054688, 2727.823974609375, 1801.4169311523438)",0,0,0
1152,951,"(2337.625875002041, 1367.7501426051356, 2936.925581266575, 1893.3107401610794)","(2523.7410481770835, 1689.3346354166667, 2726.216552734375, 1804.8246256510417)",0,0,0
1153,951,"(2338.126722816974, 1369.312645234291, 2939.498409054212, 1895.9702774993675)","(2524.0475260416665, 1691.6690877278645, 2724.609130859375, 1808.2323201497395)",0,0,0
1154,951,"(2338.6275706319075, 1370.8751478634463, 2942.071236841849, 1898.6298148376559)","(2524.35400390625, 1694.0035400390625, 2723.001708984375, 1811.6400146484375)",0.34533917903900146,EF10DZT,0.348758734685609
1155,951,"(2338.717388161115, 1373.8656991067976, 2943.5822645861585, 1902.0320589903927)","(2525.331329345703, 1696.9333190917969, 2724.8164672851562, 1814.62060546875)",0,0,0
1156,951,"(2338.8072056903225, 1376.856250350149, 2945.0932923304676, 1905.4343031431295)","(2526.3086547851562, 1699.8630981445312, 2726.6312255859375, 1817.6011962890625)",0,0,0
1157,951,"(2338.8970232195297, 1379.8468015935002, 2946.604320074777, 1908.836547295866)","(2527.2859802246094, 1702.7928771972656, 2728.4459838867188, 1820.581787109375)",0,0,0
1158,951,"(2338.9868407487374, 1382.8373528368516, 2948.1153478190863, 1912.2387914486028)","(2528.2633056640625, 1705.72265625, 2730.2607421875, 1823.5623779296875)",0,0,0
1159,951,"(2339.076658277945, 1385.8279040802029, 2949.626375563396, 1915.6410356013396)","(2529.2406311035156, 1708.6524353027344, 2732.0755004882812, 1826.54296875)",0,0,0
1160,951,"(2339.1664758071524, 1388.8184553235542, 2951.1374033077054, 1919.0432797540764)","(2530.2179565429688, 1711.5822143554688, 2733.8902587890625, 1829.5235595703125)",0,0,0
1161,951,"(2339.2562933363597, 1391.8090065669055, 2952.6484310520145, 1922.4455239068132)","(2531.195281982422, 1714.5119934082031, 2735.7050170898438, 1832.504150390625)",0,0,0
1162,951,"(2339.3461108655674, 1394.7995578102568, 2954.159458796324, 1925.8477680595497)","(2532.172607421875, 1717.4417724609375, 2737.519775390625, 1835.4847412109375)",0,0,0
1163,951,"(2339.435928394775, 1397.790109053608, 2955.6704865406336, 1929.2500122122865)","(2533.149932861328, 1720.3715515136719, 2739.3345336914062, 1838.46533203125)",0,0,0
1164,951,"(2339.5257459239824, 1400.7806602969592, 2957.1815142849428, 1932.6522563650233)","(2534.1272583007812, 1723.3013305664062, 2741.1492919921875, 1841.4459228515625)",0,0,0
1165,951,"(2339.6155634531897, 1403.7712115403106, 2958.6925420292523, 1936.05450051776)","(2535.1045837402344, 1726.2311096191406, 2742.9640502929688, 1844.426513671875)",0,0,0
1166,951,"(2339.7053809823974, 1406.7617627836619, 2960.203569773562, 1939.4567446704968)","(2536.0819091796875, 1729.160888671875, 2744.77880859375, 1847.4071044921875)",0,0,0
1167,951,"(2339.795198511605, 1409.7523140270132, 2961.714597517871, 1942.8589888232336)","(2537.0592346191406, 1732.0906677246094, 2746.5935668945312, 1850.3876953125)",0,0,0
1168,951,"(2339.8850160408124, 1412.7428652703645, 2963.2256252621805, 1946.2612329759702)","(2538.0365600585938, 1735.0204467773438, 2748.4083251953125, 1853.3682861328125)",0,0,0
1169,951,"(2339.9748335700197, 1415.7334165137158, 2964.7366530064896, 1949.663477128707)","(2539.013885498047, 1737.9502258300781, 2750.2230834960938, 1856.348876953125)",0,0,0
1170,951,"(2340.0646510992274, 1418.7239677570672, 2966.247680750799, 1953.0657212814438)","(2539.9912109375, 1740.8800048828125, 2752.037841796875, 1859.3294677734375)",0.3027726411819458,EF10DZT,0.7655217726289621
1171,951,"(2339.721809551348, 1419.9661912982583, 2966.7078658340133, 1955.7553146501564)","(2539.6724446614585, 1742.4799397786458, 2752.9946560329863, 1862.3319905598958)",0,0,0
1172,951,"(2339.378968003469, 1421.2084148394495, 2967.1680509172274, 1958.444908018869)","(2539.3536783854165, 1744.0798746744792, 2753.951470269097, 1865.3345133463542)",0,0,0
1173,951,"(2339.0361264555895, 1422.4506383806406, 2967.6282360004416, 1961.1345013875816)","(2539.034912109375, 1745.6798095703125, 2754.9082845052085, 1868.3370361328125)",0,0,0
1174,951,"(2338.69328490771, 1423.6928619218318, 2968.0884210836557, 1963.8240947562942)","(2538.7161458333335, 1747.2797444661458, 2755.8650987413193, 1871.3395589192708)",0,0,0
1175,951,"(2338.3504433598314, 1424.935085463023, 2968.5486061668694, 1966.5136881250069)","(2538.3973795572915, 1748.8796793619792, 2756.8219129774307, 1874.3420817057292)",0,0,0
1176,951,"(2338.007601811952, 1426.177309004214, 2969.0087912500835, 1969.2032814937195)","(2538.07861328125, 1750.4796142578125, 2757.7787272135415, 1877.3446044921875)",0,0,0
1177,951,"(2337.664760264073, 1427.4195325454052, 2969.4689763332976, 1971.892874862432)","(2537.7598470052085, 1752.0795491536458, 2758.735541449653, 1880.3471272786458)",0,0,0
1178,951,"(2337.3219187161935, 1428.6617560865964, 2969.9291614165118, 1974.5824682311447)","(2537.4410807291665, 1753.6794840494792, 2759.6923556857637, 1883.3496500651042)",0,0,0
1179,951,"(2336.9790771683142, 1429.9039796277875, 2970.389346499726, 1977.2720615998574)","(2537.122314453125, 1755.2794189453125, 2760.649169921875, 1886.3521728515625)",0.46481090784072876,EF10DZT,0.1878277250100253
1180,951,"(2337.182089623148, 1432.4682017480206, 2972.57128110549, 1980.455812980611)","(2536.072265625, 1759.2667759486608, 2760.4737723214284, 1889.4507882254463)",0,0,0
1181,951,"(2337.385102077982, 1435.0324238682535, 2974.753215711254, 1983.6395643613648)","(2535.022216796875, 1763.2541329520088, 2760.2983747209823, 1892.5494035993304)",0,0,0
1182,951,"(2337.588114532816, 1437.5966459884867, 2976.9351503170183, 1986.8233157421184)","(2533.97216796875, 1767.241489955357, 2760.122977120536, 1895.6480189732142)",0,0,0
1183,951,"(2337.79112698765, 1440.1608681087198, 2979.1170849227824, 1990.0070671228723)","(2532.922119140625, 1771.2288469587054, 2759.947579520089, 1898.7466343470983)",0,0,0
1184,951,"(2337.9941394424836, 1442.725090228953, 2981.2990195285465, 1993.190818503626)","(2531.8720703125, 1775.2162039620537, 2759.7721819196427, 1901.845249720982)",0,0,0
1185,951,"(2338.197151897318, 1445.2893123491858, 2983.4809541343107, 1996.3745698843798)","(2530.822021484375, 1779.2035609654017, 2759.5967843191966, 1904.9438650948662)",0,0,0
1186,951,"(2338.4001643521515, 1447.853534469419, 2985.662888740075, 1999.5583212651334)","(2529.77197265625, 1783.19091796875, 2759.42138671875, 1908.04248046875)",0.38817015290260315,EF10DZT,0.14337484540135753
1187,951,"(2339.70107120099, 1452.1106267571488, 2989.0964090371212, 2003.6528381646979)","(2527.17138671875, 1784.0159912109375, 2766.6845703125, 1918.6483154296875)",0.4295850992202759,EF10DZT,0.5039610441179594
1188,951,"(2338.1607461199023, 1455.5895659531004, 2987.9329050078422, 2006.6209926254635)","(2530.1930338541665, 1788.2069091796875, 2762.8013509114585, 1918.4979248046875)",0,0,0
1189,951,"(2336.6204210388146, 1459.068505149052, 2986.7694009785637, 2009.589147086229)","(2533.2146809895835, 1792.3978271484375, 2758.9181315104165, 1918.3475341796875)",0,0,0
1190,951,"(2335.080095957727, 1462.5474443450037, 2985.6058969492847, 2012.5573015469947)","(2536.236328125, 1796.5887451171875, 2755.034912109375, 1918.1971435546875)",0.45529380440711975,EF10DZT,0.15684556270783032
1191,951,"(2330.2602027221646, 1466.720950837343, 2980.125586848443, 2017.1891177112216)","(2538.71728515625, 1800.217529296875, 2756.7867431640625, 1921.257568359375)",0,0,0
1192,951,"(2325.440309486602, 1470.8944573296822, 2974.645276747602, 2021.8209338754486)","(2541.1982421875, 1803.8463134765625, 2758.53857421875, 1924.3179931640625)",0.34960389137268066,EF10DZT,0.252014992978179
1193,951,"(2326.8764550694373, 1473.3784077717798, 2975.9254545845765, 2025.320600059159)","(2538.559521484375, 1803.1861083984375, 2761.218994140625, 1930.9100830078125)",0,0,0
1194,951,"(2328.312600652272, 1475.8623582138775, 2977.2056324215514, 2028.8202662428696)","(2535.92080078125, 1802.5259033203124, 2763.8994140625, 1937.5021728515626)",0,0,0
1195,951,"(2329.7487462351073, 1478.3463086559755, 2978.485810258526, 2032.31993242658)","(2533.282080078125, 1801.8656982421876, 2766.579833984375, 1944.0942626953124)",0,0,0
1196,951,"(2331.184891817942, 1480.8302590980732, 2979.7659880955007, 2035.8195986102905)","(2530.643359375, 1801.2054931640625, 2769.26025390625, 1950.6863525390625)",0,0,0
1197,951,"(2332.6210374007774, 1483.3142095401709, 2981.046165932475, 2039.319264794001)","(2528.004638671875, 1800.5452880859375, 2771.940673828125, 1957.2784423828125)",0.30495497584342957,EF10DZT,0.2095536092854198
1198,951,"(2332.94880674653, 1486.0827135319919, 2980.550340495054, 2043.8172232747816)","(2551.012451171875, 1812.8741455078125, 2787.374755859375, 1949.3671875)",0.42195257544517517,EF10DZT,0.4517094334979554
1199,951,"(2331.0819140878757, 1490.0211771969025, 2975.5246297661142, 2049.2926373559653)","(2549.59619140625, 1832.0701904296875, 2774.099609375, 1951.2835693359375)",0.33694374561309814,EF10DZT,0.5348625218409259
1200,951,"(2331.9711905305394, 1492.1191107366662, 2976.6317911823203, 2052.305557763262)","(2550.627197265625, 1833.2654418945312, 2775.2693684895835, 1953.59814453125)",0,0,0
1201,951,"(2332.8604669732035, 1494.2170442764302, 2977.738952598527, 2055.318478170559)","(2551.658203125, 1834.460693359375, 2776.4391276041665, 1955.9127197265625)",0,0,0
1202,951,"(2333.749743415867, 1496.314977816194, 2978.846114014733, 2058.331398577856)","(2552.689208984375, 1835.6559448242188, 2777.60888671875, 1958.227294921875)",0,0,0
1203,951,"(2334.639019858531, 1498.4129113559577, 2979.953275430939, 2061.344318985153)","(2553.72021484375, 1836.8511962890625, 2778.7786458333335, 1960.5418701171875)",0,0,0
1204,951,"(2335.528296301195, 1500.5108448957217, 2981.0604368471454, 2064.35723939245)","(2554.751220703125, 1838.0464477539062, 2779.9484049479165, 1962.8564453125)",0,0,0
1205,951,"(2336.4175727438587, 1502.6087784354854, 2982.1675982633515, 2067.370159799747)","(2555.7822265625, 1839.24169921875, 2781.1181640625, 1965.1710205078125)",0.40066301822662354,EF10DZT,0.6064755190390282
1206,951,"(2335.000553823825, 1504.229354674788, 2982.181130221574, 2071.0153872836545)","(2555.7900390625, 1845.0875244140625, 2777.8038330078125, 1966.3115844726562)",0,0,0
1207,951,"(2333.5835349037916, 1505.8499309140907, 2982.194662179797, 2074.6606147675616)","(2555.7978515625, 1850.933349609375, 2774.489501953125, 1967.4521484375)",0.3317505419254303,EF10DZT,0.4367232457403164
1208,951,"(2333.456148708794, 1508.9317026572348, 2984.416446930807, 2078.036817645466)","(2553.33349609375, 1853.8788452148438, 2777.0950317382812, 1971.9291381835938)",0,0,0
1209,951,"(2333.3287625137964, 1512.013474400379, 2986.638231681817, 2081.41302052337)","(2550.869140625, 1856.8243408203125, 2779.7005615234375, 1976.4061279296875)",0,0,0
1210,951,"(2333.201376318799, 1515.095246143523, 2988.8600164328273, 2084.7892234012743)","(2548.40478515625, 1859.7698364257812, 2782.3060913085938, 1980.8831176757812)",0,0,0
1211,951,"(2333.073990123801, 1518.177017886667, 2991.0818011838373, 2088.1654262791785)","(2545.9404296875, 1862.71533203125, 2784.91162109375, 1985.360107421875)",0.491207093000412,EF10DZT,0.29865671247165276
1212,951,"(2333.880691993772, 1520.2848289293327, 2996.759897381978, 2090.2022191925653)","(2541.73486328125, 1865.410888671875, 2795.71630859375, 1991.836181640625)",0.4236733317375183,EF10DZT,0.341007584535821
1213,951,"(2333.355875892314, 1520.9958550148174, 2999.607481948779, 2090.8386185300355)","(2542.23779296875, 1865.3173828125, 2795.70751953125, 1991.782470703125)",0.4194030463695526,EF10DZT,0.17135143726558924
1214,951,"(2333.679515133792, 1522.8337476391112, 3002.8390806342168, 2093.3055470972304)","(2543.37939453125, 1870.8660278320312, 2792.417724609375, 1993.7990112304688)",0,0,0
1215,951,"(2334.0031543752702, 1524.6716402634047, 3006.070679319655, 2095.7724756644257)","(2544.52099609375, 1876.4146728515625, 2789.1279296875, 1995.8155517578125)",0.4565665125846863,EF10DZT,0.7929430280327432
1216,951,"(2333.428894995429, 1526.755517193373, 3004.9806029355213, 2098.4593139289245)","(2539.77734375, 1878.2955322265625, 2796.646728515625, 2008.1260986328125)",0.4442973732948303,EF10DZT,0.7905345402214288
1217,951,"(2336.829544975807, 1528.8863821892899, 3008.474872807801, 2101.7504815031457)","(2545.2958984375, 1882.44873046875, 2791.49609375, 2013.07470703125)",0.45677757263183594,EF10DZT,0.6728349621504042
1218,951,"(2337.0880982661542, 1532.1904085259212, 3011.844108269121, 2105.5279020725297)","(2546.9515625, 1885.644580078125, 2789.606640625, 2013.878759765625)",0,0,0
1219,951,"(2337.3466515565015, 1535.4944348625525, 3015.213343730441, 2109.305322641914)","(2548.6072265625, 1888.8404296875, 2787.7171875, 2014.6828125)",0,0,0
1220,951,"(2337.605204846848, 1538.7984611991835, 3018.5825791917605, 2113.0827432112974)","(2550.262890625, 1892.036279296875, 2785.827734375, 2015.486865234375)",0,0,0
1221,951,"(2337.8637581371954, 1542.1024875358148, 3021.9518146530804, 2116.8601637806814)","(2551.9185546875, 1895.23212890625, 2783.93828125, 2016.29091796875)",0,0,0
1222,951,"(2338.1223114275426, 1545.406513872446, 3025.3210501144004, 2120.6375843500655)","(2553.57421875, 1898.427978515625, 2782.048828125, 2017.094970703125)",0.4757324755191803,EF10DZT,0.4160311218687078
1223,951,"(2336.799223782356, 1549.3794014162104, 3023.4763458975867, 2123.735129177281)","(2556.0652669270835, 1904.1082356770833, 2784.53173828125, 2021.2368977864583)",0,0,0
1224,951,"(2335.476136137169, 1553.3522889599744, 3021.6316416807736, 2126.8326740044963)","(2558.5563151041665, 1909.7884928385417, 2787.0146484375, 2025.3788248697917)",0,0,0
1225,951,"(2334.153048491982, 1557.3251765037385, 3019.78693746396, 2129.9302188317115)","(2561.04736328125, 1915.46875, 2789.49755859375, 2029.520751953125)",0,0,0
1226,951,"(2332.8299608467955, 1561.2980640475027, 3017.9422332471463, 2133.027763658927)","(2563.5384114583335, 1921.1490071614583, 2791.98046875, 2033.6626790364583)",0,0,0
1227,951,"(2331.5068732016084, 1565.270951591267, 3016.097529030333, 2136.125308486143)","(2566.0294596354165, 1926.8292643229167, 2794.46337890625, 2037.8046061197917)",0,0,0
1228,951,"(2330.1837855564218, 1569.243839135031, 3014.2528248135195, 2139.222853313358)","(2568.5205078125, 1932.509521484375, 2796.9462890625, 2041.946533203125)",0.3405802845954895,EF10DZT,0.4003301143639856
1229,951,"(2331.336442301517, 1571.3964066781414, 3018.913796979878, 2141.0605062783693)","(2565.8907877604165, 1930.9047444661458, 2796.937255859375, 2048.8868815104165)",0,0,0
1230,951,"(2332.489099046612, 1573.5489742212517, 3023.5747691462366, 2142.8981592433806)","(2563.2610677083335, 1929.2999674479167, 2796.92822265625, 2055.8272298177085)",0,0,0
1231,951,"(2333.641755791707, 1575.701541764362, 3028.235741312595, 2144.735812208392)","(2560.63134765625, 1927.6951904296875, 2796.919189453125, 2062.767578125)",0.42500707507133484,EF10DZT,0.44117838443405827
1232,951,"(2335.4391319768156, 1578.7487225823531, 3030.063601336734, 2146.528703474379)","(2559.5131022135415, 1930.91015625, 2796.825439453125, 2063.8702799479165)",0,0,0
1233,951,"(2337.2365081619246, 1581.7959034003443, 3031.891461360872, 2148.321594740367)","(2558.3948567708335, 1934.1251220703125, 2796.731689453125, 2064.9729817708335)",0,0,0
1234,951,"(2339.033884347033, 1584.8430842183354, 3033.719321385011, 2150.114486006354)","(2557.276611328125, 1937.340087890625, 2796.637939453125, 2066.07568359375)",0.43612954020500183,EF10DZT,0.3213322810413084
1235,951,"(2336.5761103204313, 1587.0859481633483, 3030.7398961716553, 2150.265910949538)","(2559.6112670898438, 1940.8994750976562, 2796.0984497070312, 2067.2088623046875)",0,0,0
1236,951,"(2334.11833629383, 1589.3288121083613, 3027.7604709582993, 2150.4173358927214)","(2561.9459228515625, 1944.4588623046875, 2795.5589599609375, 2068.342041015625)",0,0,0
1237,951,"(2331.660562267228, 1591.5716760533742, 3024.7810457449436, 2150.568760835905)","(2564.2805786132812, 1948.0182495117188, 2795.0194702148438, 2069.4752197265625)",0,0,0
1238,951,"(2329.2027882406264, 1593.814539998387, 3021.801620531588, 2150.7201857790888)","(2566.615234375, 1951.57763671875, 2794.47998046875, 2070.6083984375)",0.275020956993103,EF10DZT,0.3197359130635848
1239,951,"(2329.3638084466, 1596.6479951162635, 3023.1060622259065, 2151.0915096539466)","(2567.954833984375, 1963.0806884765625, 2802.28076171875, 2076.27490234375)",0.3862389326095581,EF10DZT,0.21300387101745805
1240,951,"(2332.113615747196, 1599.2598417832178, 3032.249268160241, 2152.472373741747)","(2555.064453125, 1954.4835205078125, 2800.856689453125, 2092.68798828125)",0.29961636662483215,EF10DZT,0.3476810589930214
1241,951,"(2329.869051131444, 1602.5634552098627, 3030.379870863179, 2153.0732467649323)","(2560.813232421875, 1974.1988525390625, 2805.060302734375, 2092.087890625)",0.34137436747550964,EF10DZT,0.5695481380667716
1242,951,"(2329.2121236344346, 1606.022604331843, 3034.4121164078033, 2153.8152177473994)","(2566.61767578125, 1981.0565185546875, 2807.4765625, 2092.821533203125)",0.41538456082344055,EF10DZT,0.32910846906264823
1243,951,"(2328.0055382780683, 1607.0366982321102, 3036.4206991751744, 2151.877999798529)","(2566.573974609375, 1981.138671875, 2807.139404296875, 2092.7646484375)",0.41470450162887573,EF10DZT,0.32910846906264823
1244,951,"(2325.5640677432484, 1609.8614387365972, 3033.943942354092, 2152.946642100091)","(2570.7080078125, 1983.3702392578125, 2811.2744140625, 2100.1102294921875)",0,0,0
